policy_ref,coverholder_id,coverholder_name,inception_date,expiry_date,class_of_business,insured_name,postcode,premium,sum_insured,underwriting_year,bound_month
POL-CH002-00519,CH002,Meridian Risk Solutions,2024-09-25,2025-09-25,EL/PL Liability,"Akhtar, Harris and Cross",RH5 2DX,4495,606277,2024,2024-09
POL-CH002-00520,CH002,Meridian Risk Solutions,2024-09-15,2025-09-15,EL/PL Liability,Miller-Stevens,S82 1GD,2775,456342,2024,2024-09
POL-CH002-00521,CH002,Meridian Risk Solutions,2024-09-19,2025-09-19,EL/PL Liability,Daniels-Watts,W5 7ZR,2800,759593,2024,2024-09
POL-CH002-00522,CH002,Meridian Risk Solutions,2024-09-20,2025-09-20,EL/PL Liability,Wells-Brown,SE7N 6ZA,3455,553755,2024,2024-09
POL-CH002-00523,CH002,Meridian Risk Solutions,2024-09-22,2025-09-22,EL/PL Liability,Taylor-Evans,LN5 6XR,4058,529848,2024,2024-09
POL-CH002-00524,CH002,Meridian Risk Solutions,2024-09-13,2025-09-13,EL/PL Liability,Williams-Ali,E22 0GJ,2859,475456,2024,2024-09
POL-CH002-00525,CH002,Meridian Risk Solutions,2024-09-11,2025-09-11,EL/PL Liability,Patel-Barber,WD50 4DY,3033,495347,2024,2024-09
POL-CH002-00526,CH002,Meridian Risk Solutions,2024-09-01,2025-09-01,EL/PL Liability,Brown-Phillips,GY5H 9BN,3776,506493,2024,2024-09
POL-CH002-00527,CH002,Meridian Risk Solutions,2024-09-16,2025-09-16,EL/PL Liability,"Andrews, Hartley and Wilson",M6W 1RP,3781,489910,2024,2024-09
POL-CH002-00528,CH002,Meridian Risk Solutions,2024-09-28,2025-09-28,EL/PL Liability,Goodwin-Perkins,BN9 6TS,3173,250224,2024,2024-09
POL-CH002-00529,CH002,Meridian Risk Solutions,2024-09-11,2025-09-11,EL/PL Liability,Gould Ltd,W48 7AW,3952,543311,2024,2024-09
POL-CH003-00530,CH003,Fortis Professional Risks,2024-09-06,2025-09-06,Professional Indemnity,Booth-French,S9H 0NL,721,1826512,2024,2024-09
POL-CH003-00531,CH003,Fortis Professional Risks,2024-09-16,2025-09-16,Professional Indemnity,Singh PLC,WF82 1UL,5269,1532454,2024,2024-09
POL-CH003-00532,CH003,Fortis Professional Risks,2024-09-07,2025-09-07,Professional Indemnity,Griffiths PLC,G3B 5HX,3784,1383832,2024,2024-09
POL-CH003-00533,CH003,Fortis Professional Risks,2024-09-12,2025-09-12,Professional Indemnity,"Bates, Cox and Davies",W2U 4JF,3761,1012869,2024,2024-09
POL-CH003-00534,CH003,Fortis Professional Risks,2024-09-26,2025-09-26,Professional Indemnity,Warner Group,B4 3BE,8658,1142795,2024,2024-09
POL-CH003-00535,CH003,Fortis Professional Risks,2024-09-09,2025-09-09,Professional Indemnity,"Wong, Russell and Heath",TS3B 9YS,5858,1461020,2024,2024-09
POL-CH003-00536,CH003,Fortis Professional Risks,2024-09-11,2025-09-11,Professional Indemnity,"Brown, Ali and Edwards",S5 4BQ,6317,1245125,2024,2024-09
POL-CH003-00537,CH003,Fortis Professional Risks,2024-09-09,2025-09-09,Professional Indemnity,Barker and Sons,S08 1LN,6102,1921024,2024,2024-09
POL-CH003-00538,CH003,Fortis Professional Risks,2024-09-20,2025-09-20,Professional Indemnity,Davis-Lee,M58 8AA,5404,1260329,2024,2024-09
POL-CH003-00539,CH003,Fortis Professional Risks,2024-09-23,2025-09-23,Professional Indemnity,Williams-Hussain,L24 2RD,7233,1531657,2024,2024-09
POL-CH003-00540,CH003,Fortis Professional Risks,2024-09-09,2025-09-09,Professional Indemnity,Craig LLC,LL06 3WQ,7458,1391619,2024,2024-09
POL-CH004-00541,CH004,Southgate Property Partners,2024-09-18,2025-09-18,Commercial Property,Smith-Farmer,L1 2EL,2682,285365,2024,2024-09
POL-CH004-00542,CH004,Southgate Property Partners,2024-09-08,2025-09-08,Commercial Property,"Williams, Williamson and Harris",UB1 9NY,1963,324572,2024,2024-09
POL-CH004-00543,CH004,Southgate Property Partners,2024-09-25,2025-09-25,Commercial Property,"Booth, Moore and Gibson",TW1 8DY,1765,432876,2024,2024-09
POL-CH004-00544,CH004,Southgate Property Partners,2024-09-15,2025-09-15,Commercial Property,"Burgess, Miller and Smith",E1 5NA,1973,442192,2024,2024-09
POL-CH004-00545,CH004,Southgate Property Partners,2024-09-08,2025-09-08,Commercial Property,Williams Inc,SL1 5MJ,2671,445353,2024,2024-09
POL-CH004-00546,CH004,Southgate Property Partners,2024-09-22,2025-09-22,Commercial Property,McCarthy-Gibson,TW1 9QN,1668,496408,2024,2024-09
POL-CH004-00547,CH004,Southgate Property Partners,2024-09-17,2025-09-17,Commercial Property,Forster-Conway,CM1 6PE,2442,277239,2024,2024-09
POL-CH004-00548,CH004,Southgate Property Partners,2024-09-23,2025-09-23,Commercial Property,Morris-Carter,AL1 5WK,2122,470117,2024,2024-09
POL-CH004-00549,CH004,Southgate Property Partners,2024-09-08,2025-09-08,Commercial Property,Williams Group,GU1 6OY,1639,537570,2024,2024-09
POL-CH005-00550,CH005,Ironclad Construction Risks,2024-09-04,2025-09-04,EL/PL Liability,Brown-Begum,G6G 4BY,2697,574039,2024,2024-09
POL-CH005-00551,CH005,Ironclad Construction Risks,2024-09-24,2025-09-24,EL/PL Liability,"Abbott, Johnson and Cox",W4 2WR,2612,435558,2024,2024-09
POL-CH005-00552,CH005,Ironclad Construction Risks,2024-09-18,2025-09-18,EL/PL Liability,Elliott PLC,N71 7FX,1476,839175,2024,2024-09
POL-CH005-00553,CH005,Ironclad Construction Risks,2024-09-25,2025-09-25,EL/PL Liability,Clarke Inc,WR4P 2LX,1939,451291,2024,2024-09
POL-CH005-00554,CH005,Ironclad Construction Risks,2024-09-23,2025-09-23,EL/PL Liability,Reeves Ltd,L13 7FR,920,504155,2024,2024-09
POL-CH005-00555,CH005,Ironclad Construction Risks,2024-09-06,2025-09-06,EL/PL Liability,"Wade, Hughes and Hewitt",BL8Y 1GQ,1567,846302,2024,2024-09
POL-CH005-00556,CH005,Ironclad Construction Risks,2024-09-07,2025-09-07,EL/PL Liability,Jones-Baker,G7C 3SX,3387,496777,2024,2024-09
POL-CH005-00557,CH005,Ironclad Construction Risks,2024-09-07,2025-09-07,EL/PL Liability,"Turnbull, Gallagher and Mitchell",SM9 0UL,4356,747264,2024,2024-09
POL-CH001-00558,CH001,Avonbridge Underwriting,2024-10-24,2025-10-24,Commercial Property,Lamb-Thomas,W5 4JN,1050,1336825,2024,2024-10
POL-CH001-00559,CH001,Avonbridge Underwriting,2024-10-16,2025-10-16,Commercial Property,Abbott and Sons,TD01 4GY,2449,500352,2024,2024-10
POL-CH001-00560,CH001,Avonbridge Underwriting,2024-10-09,2025-10-09,Commercial Property,"Coleman, Law and Hughes",DL4 8FQ,5488,1368447,2024,2024-10
POL-CH001-00561,CH001,Avonbridge Underwriting,2024-10-24,2025-10-24,Commercial Property,"Hall, Gray and Tomlinson",S4U 7LA,5944,969830,2024,2024-10
POL-CH001-00562,CH001,Avonbridge Underwriting,2024-10-19,2025-10-19,Commercial Property,"Holmes, McLean and Lewis",E85 8QU,4949,1031350,2024,2024-10
POL-CH001-00563,CH001,Avonbridge Underwriting,2024-10-25,2025-10-25,Commercial Property,Robinson PLC,DA6M 8TQ,5156,909753,2024,2024-10
POL-CH001-00564,CH001,Avonbridge Underwriting,2024-10-17,2025-10-17,Commercial Property,Thornton-Robinson,OL0N 4DW,4331,836698,2024,2024-10
POL-CH001-00565,CH001,Avonbridge Underwriting,2024-10-20,2025-10-20,Commercial Property,Gill and Sons,W0T 2NB,3250,790356,2024,2024-10
POL-CH001-00566,CH001,Avonbridge Underwriting,2024-10-10,2025-10-10,Commercial Property,"Williams, Hurst and Wilkinson",L6J 6XH,2066,829102,2024,2024-10
POL-CH001-00567,CH001,Avonbridge Underwriting,2024-10-04,2025-10-04,Commercial Property,"Russell, Begum and Smith",E05 8GB,2954,615487,2024,2024-10
POL-CH001-00568,CH001,Avonbridge Underwriting,2024-10-27,2025-10-27,Commercial Property,"Hill, Wells and Bradshaw",G2 8NQ,4426,1145800,2024,2024-10
POL-CH001-00569,CH001,Avonbridge Underwriting,2024-10-07,2025-10-07,Commercial Property,White-Young,CM0B 1GT,5357,516268,2024,2024-10
POL-CH001-00570,CH001,Avonbridge Underwriting,2024-10-10,2025-10-10,Commercial Property,Adams-Baker,M1U 1ZD,2953,1049913,2024,2024-10
POL-CH001-00571,CH001,Avonbridge Underwriting,2024-10-08,2025-10-08,Commercial Property,Jones LLC,B6K 0FW,2962,802265,2024,2024-10
POL-CH001-00572,CH001,Avonbridge Underwriting,2024-10-12,2025-10-12,Commercial Property,Jones LLC,N6G 5UY,4893,644226,2024,2024-10
POL-CH001-00573,CH001,Avonbridge Underwriting,2024-10-06,2025-10-06,Commercial Property,Shaw Ltd,DG3 9XD,4332,566519,2024,2024-10
POL-CH001-00574,CH001,Avonbridge Underwriting,2024-10-10,2025-10-10,Commercial Property,"Kelly, Davis and Hyde",M9K 3WW,3442,917953,2024,2024-10
POL-CH002-00575,CH002,Meridian Risk Solutions,2024-10-01,2025-10-01,EL/PL Liability,Patel Ltd,S60 1XH,3509,497545,2024,2024-10
POL-CH002-00576,CH002,Meridian Risk Solutions,2024-10-23,2025-10-23,EL/PL Liability,"Ahmed, Mitchell and Palmer",N56 3ZY,3613,527989,2024,2024-10
POL-CH002-00577,CH002,Meridian Risk Solutions,2024-10-18,2025-10-18,EL/PL Liability,Phillips-Thomas,SG13 7BR,4368,515653,2024,2024-10
POL-CH002-00578,CH002,Meridian Risk Solutions,2024-10-05,2025-10-05,EL/PL Liability,"Clark, Davies and Hutchinson",HX2P 5FT,2700,515287,2024,2024-10
POL-CH002-00579,CH002,Meridian Risk Solutions,2024-10-09,2025-10-09,EL/PL Liability,Thomas-Kirby,HG87 9BH,3605,506107,2024,2024-10
POL-CH002-00580,CH002,Meridian Risk Solutions,2024-10-02,2025-10-02,EL/PL Liability,Coles-Burton,CO05 9RN,3137,412251,2024,2024-10
POL-CH002-00581,CH002,Meridian Risk Solutions,2024-10-02,2025-10-02,EL/PL Liability,"Martin, Stephens and Newman",OL73 5AP,2483,324674,2024,2024-10
POL-CH002-00582,CH002,Meridian Risk Solutions,2024-10-18,2025-10-18,EL/PL Liability,Lee-Griffin,B6 9DU,4727,344517,2024,2024-10
POL-CH002-00583,CH002,Meridian Risk Solutions,2024-10-10,2025-10-10,EL/PL Liability,"Edwards, Taylor and Brown",N0S 4AR,2455,410199,2024,2024-10
POL-CH002-00584,CH002,Meridian Risk Solutions,2024-10-23,2025-10-23,EL/PL Liability,Talbot Inc,BA4 5JJ,3932,463131,2024,2024-10
POL-CH003-00585,CH003,Fortis Professional Risks,2024-10-05,2025-10-05,Professional Indemnity,"Saunders, Gray and Price",FK86 0WD,4388,1283698,2024,2024-10
POL-CH003-00586,CH003,Fortis Professional Risks,2024-10-21,2025-10-21,Professional Indemnity,"Williams, Hooper and Hall",NG9 1BF,4121,1843544,2024,2024-10
POL-CH003-00587,CH003,Fortis Professional Risks,2024-10-28,2025-10-28,Professional Indemnity,Rhodes-Gibson,N7B 0UA,3540,1292946,2024,2024-10
POL-CH003-00588,CH003,Fortis Professional Risks,2024-10-25,2025-10-25,Professional Indemnity,Hall LLC,W3E 5HY,6545,1324139,2024,2024-10
POL-CH003-00589,CH003,Fortis Professional Risks,2024-10-16,2025-10-16,Professional Indemnity,"Harrison, McDonald and Ingram",TS0V 0XN,5194,1161053,2024,2024-10
POL-CH003-00590,CH003,Fortis Professional Risks,2024-10-04,2025-10-04,Professional Indemnity,Jarvis Group,DY55 1PL,5572,1155899,2024,2024-10
POL-CH003-00591,CH003,Fortis Professional Risks,2024-10-28,2025-10-28,Professional Indemnity,Parkinson Inc,M0G 5AU,7090,1863156,2024,2024-10
POL-CH003-00592,CH003,Fortis Professional Risks,2024-10-01,2025-10-01,Professional Indemnity,Baker PLC,B9 0ZN,4580,789059,2024,2024-10
POL-CH003-00593,CH003,Fortis Professional Risks,2024-10-19,2025-10-19,Professional Indemnity,"Hill, Wilson and Lee",E4J 0EP,5354,1973912,2024,2024-10
POL-CH003-00594,CH003,Fortis Professional Risks,2024-10-10,2025-10-10,Professional Indemnity,Williams-King,PE5 4BA,4173,1691735,2024,2024-10
POL-CH003-00595,CH003,Fortis Professional Risks,2024-10-16,2025-10-16,Professional Indemnity,"Lewis, Clark and Green",M5 4DE,8268,1033923,2024,2024-10
POL-CH004-00596,CH004,Southgate Property Partners,2024-10-16,2025-10-16,Commercial Property,"Whitehouse, Clark and Hall",RH1 1ZI,2679,362087,2024,2024-10
POL-CH004-00597,CH004,Southgate Property Partners,2024-10-09,2025-10-09,Commercial Property,"Gregory, Moss and Gibson",TW1 2QV,1690,341831,2024,2024-10
POL-CH004-00598,CH004,Southgate Property Partners,2024-10-27,2025-10-27,Commercial Property,"Brown, Bates and Roberts",OL1 2KD,1252,335072,2024,2024-10
POL-CH004-00599,CH004,Southgate Property Partners,2024-10-19,2025-10-19,Commercial Property,"Murphy, Adams and Little",SW1 3KC,1139,403408,2024,2024-10
POL-CH004-00600,CH004,Southgate Property Partners,2024-10-05,2025-10-05,Commercial Property,"Pope, Carroll and Douglas",AL1 2AQ,1384,423378,2024,2024-10
POL-CH004-00601,CH004,Southgate Property Partners,2024-10-08,2025-10-08,Commercial Property,Smith Group,EN1 4ED,959,433088,2024,2024-10
POL-CH004-00602,CH004,Southgate Property Partners,2024-10-25,2025-10-25,Commercial Property,Preston-Hughes,IG1 8JL,2250,200626,2024,2024-10
POL-CH004-00603,CH004,Southgate Property Partners,2024-10-10,2025-10-10,Commercial Property,Green PLC,HA1 5HZ,2001,522766,2024,2024-10
POL-CH004-00604,CH004,Southgate Property Partners,2024-10-19,2025-10-19,Commercial Property,"Baker, Lane and Jones",EC1 4JJ,1146,567257,2024,2024-10
POL-CH004-00605,CH004,Southgate Property Partners,2024-10-21,2025-10-21,Commercial Property,Roberts Ltd,E1 3DN,2026,329498,2024,2024-10
POL-CH004-00606,CH004,Southgate Property Partners,2024-10-08,2025-10-08,Commercial Property,"Burke, Hobbs and Carter",SW6 3EB,1769,455832,2024,2024-10
POL-CH004-00607,CH004,Southgate Property Partners,2024-10-01,2025-10-01,Commercial Property,"Berry, Hunter and Pearce",TW1 5QM,1841,453875,2024,2024-10
POL-CH004-00608,CH004,Southgate Property Partners,2024-10-02,2025-10-02,Commercial Property,"Taylor, Fisher and Mitchell",HP1 8OA,1302,416936,2024,2024-10
POL-CH005-00609,CH005,Ironclad Construction Risks,2024-10-03,2025-10-03,EL/PL Liability,"Cole, Gray and Whitehead",WR3B 0TF,2513,464413,2024,2024-10
POL-CH005-00610,CH005,Ironclad Construction Risks,2024-10-22,2025-10-22,EL/PL Liability,Thomas Group,W1 4ZR,2026,785413,2024,2024-10
POL-CH005-00611,CH005,Ironclad Construction Risks,2024-10-08,2025-10-08,EL/PL Liability,Lamb-Howard,N7K 3LT,3451,691370,2024,2024-10
POL-CH005-00612,CH005,Ironclad Construction Risks,2024-10-09,2025-10-09,EL/PL Liability,Evans Group,N14 2DG,1747,552538,2024,2024-10
POL-CH005-00613,CH005,Ironclad Construction Risks,2024-10-26,2025-10-26,EL/PL Liability,"Green, Wyatt and Wright",G53 1BZ,3546,621257,2024,2024-10
POL-CH005-00614,CH005,Ironclad Construction Risks,2024-10-26,2025-10-26,EL/PL Liability,Murray LLC,BL7N 8WJ,4409,658997,2024,2024-10
POL-CH005-00615,CH005,Ironclad Construction Risks,2024-10-21,2025-10-21,EL/PL Liability,"Allen, Holland and Hayes",B50 3BL,2749,553632,2024,2024-10
POL-CH001-00616,CH001,Avonbridge Underwriting,2024-11-19,2025-11-19,Commercial Property,Hunter Inc,M7 6FA,4007,1000473,2024,2024-11
POL-CH001-00617,CH001,Avonbridge Underwriting,2024-11-22,2025-11-22,Commercial Property,Baldwin-Evans,DT66 0PA,5405,682977,2024,2024-11
POL-CH001-00618,CH001,Avonbridge Underwriting,2024-11-26,2025-11-26,Commercial Property,Wheeler-Coleman,W5 0JG,2522,459806,2024,2024-11
POL-CH001-00619,CH001,Avonbridge Underwriting,2024-11-07,2025-11-07,Commercial Property,"Johnson, Morgan and Sanderson",B8 9GH,4840,615534,2024,2024-11
POL-CH001-00620,CH001,Avonbridge Underwriting,2024-11-14,2025-11-14,Commercial Property,"Evans, Khan and Phillips",JE8N 7QS,1487,932572,2024,2024-11
POL-CH001-00621,CH001,Avonbridge Underwriting,2024-11-04,2025-11-04,Commercial Property,"Kerr, Richards and Webb",GU38 8RR,7341,848709,2024,2024-11
POL-CH001-00622,CH001,Avonbridge Underwriting,2024-11-18,2025-11-18,Commercial Property,White-Thompson,UB2 9WY,5256,867388,2024,2024-11
POL-CH001-00623,CH001,Avonbridge Underwriting,2024-11-08,2025-11-08,Commercial Property,O'Sullivan LLC,OL78 5WZ,4075,1045303,2024,2024-11
POL-CH001-00624,CH001,Avonbridge Underwriting,2024-11-21,2025-11-21,Commercial Property,Singh LLC,N53 5AT,3834,906820,2024,2024-11
POL-CH001-00625,CH001,Avonbridge Underwriting,2024-11-05,2025-11-05,Commercial Property,"Knight, Barton and Roberts",W3C 4GU,4605,708030,2024,2024-11
POL-CH001-00626,CH001,Avonbridge Underwriting,2024-11-09,2025-11-09,Commercial Property,Bray and Sons,W72 1BZ,5449,812821,2024,2024-11
POL-CH001-00627,CH001,Avonbridge Underwriting,2024-11-27,2025-11-27,Commercial Property,Hussain-Harris,LL2 2EQ,3247,964008,2024,2024-11
POL-CH001-00628,CH001,Avonbridge Underwriting,2024-11-05,2025-11-05,Commercial Property,"Manning, Campbell and Thomson",TW8 4FH,3067,855988,2024,2024-11
POL-CH001-00629,CH001,Avonbridge Underwriting,2024-11-03,2025-11-03,Commercial Property,Hodgson-Johnson,M3F 2UF,4188,1080752,2024,2024-11
POL-CH001-00630,CH001,Avonbridge Underwriting,2024-11-02,2025-11-02,Commercial Property,Harris-Martin,W04 5WN,4798,844681,2024,2024-11
POL-CH001-00631,CH001,Avonbridge Underwriting,2024-11-06,2025-11-06,Commercial Property,Baker Inc,ST5 9ST,5230,1145419,2024,2024-11
POL-CH001-00632,CH001,Avonbridge Underwriting,2024-11-26,2025-11-26,Commercial Property,"Cooke, Oliver and Page",N23 0GH,4902,852199,2024,2024-11
POL-CH001-00633,CH001,Avonbridge Underwriting,2024-11-10,2025-11-10,Commercial Property,Hughes-Begum,LN8 6ZT,2547,623663,2024,2024-11
POL-CH002-00634,CH002,Meridian Risk Solutions,2024-11-20,2025-11-20,EL/PL Liability,"Pearce, Shaw and Vincent",G6 9SH,2533,476628,2024,2024-11
POL-CH002-00635,CH002,Meridian Risk Solutions,2024-11-24,2025-11-24,EL/PL Liability,Scott-Singh,B8 3ZN,3152,566211,2024,2024-11
POL-CH002-00636,CH002,Meridian Risk Solutions,2024-11-27,2025-11-27,EL/PL Liability,Field Ltd,L3 7BH,3034,560812,2024,2024-11
POL-CH002-00637,CH002,Meridian Risk Solutions,2024-11-19,2025-11-19,EL/PL Liability,"Turner, Phillips and Davis",M04 5ED,3159,253066,2024,2024-11
POL-CH002-00638,CH002,Meridian Risk Solutions,2024-11-10,2025-11-10,EL/PL Liability,Berry PLC,L4 2JG,2226,481989,2024,2024-11
POL-CH002-00639,CH002,Meridian Risk Solutions,2024-11-15,2025-11-15,EL/PL Liability,"Jones, Roberts and Alexander",WC67 7XP,1974,574991,2024,2024-11
POL-CH002-00640,CH002,Meridian Risk Solutions,2024-11-04,2025-11-04,EL/PL Liability,Hill Group,W7 0PZ,4523,652345,2024,2024-11
POL-CH002-00641,CH002,Meridian Risk Solutions,2024-11-15,2025-11-15,EL/PL Liability,Williams and Sons,TF67 2GZ,2901,686340,2024,2024-11
POL-CH002-00642,CH002,Meridian Risk Solutions,2024-11-23,2025-11-23,EL/PL Liability,"Blackburn, Parsons and Thomas",TR6 6SB,3238,457864,2024,2024-11
POL-CH002-00643,CH002,Meridian Risk Solutions,2024-11-10,2025-11-10,EL/PL Liability,Giles LLC,CV9Y 4YN,2529,462191,2024,2024-11
POL-CH002-00644,CH002,Meridian Risk Solutions,2024-11-23,2025-11-23,EL/PL Liability,Saunders-Mason,W88 3TQ,2738,521302,2024,2024-11
POL-CH002-00645,CH002,Meridian Risk Solutions,2024-11-13,2025-11-13,EL/PL Liability,"Cox, Hancock and Roberts",M6D 9AP,3249,500380,2024,2024-11
POL-CH002-00646,CH002,Meridian Risk Solutions,2024-11-09,2025-11-09,EL/PL Liability,"Morgan, Gardner and Adams",E5 6FQ,3506,648830,2024,2024-11
POL-CH003-00647,CH003,Fortis Professional Risks,2024-11-17,2025-11-17,Professional Indemnity,"Hicks, Mitchell and Cooper",MK1X 0EP,3049,433823,2024,2024-11
POL-CH003-00648,CH003,Fortis Professional Risks,2024-11-18,2025-11-18,Professional Indemnity,"Miller, Richardson and Johnson",W8 4DS,7041,789936,2024,2024-11
POL-CH003-00649,CH003,Fortis Professional Risks,2024-11-16,2025-11-16,Professional Indemnity,"Butler, Dixon and Pearson",UB07 0EY,5129,848966,2024,2024-11
POL-CH003-00650,CH003,Fortis Professional Risks,2024-11-15,2025-11-15,Professional Indemnity,"Barrett, Bruce and Matthews",B69 7FF,2526,1362438,2024,2024-11
POL-CH003-00651,CH003,Fortis Professional Risks,2024-11-03,2025-11-03,Professional Indemnity,Gray Inc,W79 7RX,6752,1027046,2024,2024-11
POL-CH003-00652,CH003,Fortis Professional Risks,2024-11-20,2025-11-20,Professional Indemnity,Williams-Taylor,PR0 5ZP,1224,1036126,2024,2024-11
POL-CH003-00653,CH003,Fortis Professional Risks,2024-11-02,2025-11-02,Professional Indemnity,Bryant Group,S3U 6PF,6146,756326,2024,2024-11
POL-CH003-00654,CH003,Fortis Professional Risks,2024-11-14,2025-11-14,Professional Indemnity,Stone PLC,M5U 8UZ,5802,1195407,2024,2024-11
POL-CH003-00655,CH003,Fortis Professional Risks,2024-11-24,2025-11-24,Professional Indemnity,Ward-Thomas,N4T 7WT,6455,1235874,2024,2024-11
POL-CH003-00656,CH003,Fortis Professional Risks,2024-11-11,2025-11-11,Professional Indemnity,"Bond, Middleton and Dodd",N2H 6ZB,3894,1558971,2024,2024-11
POL-CH003-00657,CH003,Fortis Professional Risks,2024-11-20,2025-11-20,Professional Indemnity,"Edwards, Fox and Dixon",HR0 5SY,5238,1191808,2024,2024-11
POL-CH004-00658,CH004,Southgate Property Partners,2024-11-09,2025-11-09,Commercial Property,"Reynolds, Hardy and Higgins",L2 1SY,1560,311519,2024,2024-11
POL-CH004-00659,CH004,Southgate Property Partners,2024-11-25,2025-11-25,Commercial Property,Holt-Parker,OX1 1OM,1706,571170,2024,2024-11
POL-CH004-00660,CH004,Southgate Property Partners,2024-11-25,2025-11-25,Commercial Property,"James, Taylor and Khan",TW1 9PE,1059,238643,2024,2024-11
POL-CH004-00661,CH004,Southgate Property Partners,2024-11-21,2025-11-21,Commercial Property,"Garner, Gill and Johnson",OX1 3CE,2594,379067,2024,2024-11
POL-CH004-00662,CH004,Southgate Property Partners,2024-11-19,2025-11-19,Commercial Property,Dale and Sons,UB1 2RO,1438,503990,2024,2024-11
POL-CH004-00663,CH004,Southgate Property Partners,2024-11-16,2025-11-16,Commercial Property,Anderson-Talbot,CM1 6PW,1472,582600,2024,2024-11
POL-CH004-00664,CH004,Southgate Property Partners,2024-11-22,2025-11-22,Commercial Property,Bailey LLC,TN1 6PK,2166,351208,2024,2024-11
POL-CH004-00665,CH004,Southgate Property Partners,2024-11-14,2025-11-14,Commercial Property,Sheppard-King,HP1 7XY,2964,339428,2024,2024-11
POL-CH004-00666,CH004,Southgate Property Partners,2024-11-27,2025-11-27,Commercial Property,"Peacock, Fuller and Lee",SE15 8VT,2200,429929,2024,2024-11
POL-CH004-00667,CH004,Southgate Property Partners,2024-11-03,2025-11-03,Commercial Property,Barton-O'Connor,SG1 2EF,2502,556151,2024,2024-11
POL-CH005-00668,CH005,Ironclad Construction Risks,2024-11-25,2025-11-25,EL/PL Liability,Begum Group,WR5N 1WR,2012,668995,2024,2024-11
POL-CH005-00669,CH005,Ironclad Construction Risks,2024-11-13,2025-11-13,EL/PL Liability,Hill-Berry,TF84 9UD,2071,902008,2024,2024-11
POL-CH005-00670,CH005,Ironclad Construction Risks,2024-11-28,2025-11-28,EL/PL Liability,Bruce-Fuller,B6D 0HS,2706,545201,2024,2024-11
POL-CH005-00671,CH005,Ironclad Construction Risks,2024-11-17,2025-11-17,EL/PL Liability,Hunt-Jennings,B6S 5EQ,2744,397931,2024,2024-11
POL-CH005-00672,CH005,Ironclad Construction Risks,2024-11-27,2025-11-27,EL/PL Liability,Brown Inc,IP7B 7BX,1842,780062,2024,2024-11
POL-CH005-00673,CH005,Ironclad Construction Risks,2024-11-01,2025-11-01,EL/PL Liability,"Richardson, Lamb and Yates",WD82 4FJ,2087,442963,2024,2024-11
POL-CH005-00674,CH005,Ironclad Construction Risks,2024-11-22,2025-11-22,EL/PL Liability,Bell LLC,DL2B 8LG,3018,777855,2024,2024-11
POL-CH005-00675,CH005,Ironclad Construction Risks,2024-11-28,2025-11-28,EL/PL Liability,"Singh, Lewis and Graham",E0 1BT,3160,749407,2024,2024-11
POL-CH005-00676,CH005,Ironclad Construction Risks,2024-11-18,2025-11-18,EL/PL Liability,"Black, Rose and Sinclair",E58 5QZ,2009,386728,2024,2024-11
POL-CH001-00677,CH001,Avonbridge Underwriting,2024-12-15,2025-12-15,Commercial Property,"Thomas, Morris and Price",ML79 3GZ,3793,796697,2024,2024-12
POL-CH001-00678,CH001,Avonbridge Underwriting,2024-12-14,2025-12-14,Commercial Property,Hughes-Kirby,B1B 0RJ,5873,968198,2024,2024-12
POL-CH001-00679,CH001,Avonbridge Underwriting,2024-12-02,2025-12-02,Commercial Property,Wright-Myers,N6G 7UZ,4774,1310062,2024,2024-12
POL-CH001-00680,CH001,Avonbridge Underwriting,2024-12-07,2025-12-07,Commercial Property,"Cox, Brown and Ingram",W59 7AJ,3389,1047166,2024,2024-12
POL-CH001-00681,CH001,Avonbridge Underwriting,2024-12-17,2025-12-17,Commercial Property,Burgess-Todd,TF0 2TT,4271,907075,2024,2024-12
POL-CH001-00682,CH001,Avonbridge Underwriting,2024-12-12,2025-12-12,Commercial Property,Woodward-Stewart,SE1 2YP,6125,957915,2024,2024-12
POL-CH001-00683,CH001,Avonbridge Underwriting,2024-12-20,2025-12-20,Commercial Property,Hudson PLC,SM4 7PZ,4878,1077907,2024,2024-12
POL-CH001-00684,CH001,Avonbridge Underwriting,2024-12-25,2025-12-25,Commercial Property,Ahmed LLC,TW61 7NB,3740,671667,2024,2024-12
POL-CH001-00685,CH001,Avonbridge Underwriting,2024-12-16,2025-12-16,Commercial Property,"Singh, Stone and Matthews",L5T 9XS,2883,432149,2024,2024-12
POL-CH001-00686,CH001,Avonbridge Underwriting,2024-12-21,2025-12-21,Commercial Property,"Stewart, Smith and White",G73 4EL,6790,615568,2024,2024-12
POL-CH001-00687,CH001,Avonbridge Underwriting,2024-12-15,2025-12-15,Commercial Property,Joyce-Johnson,WV26 5BN,3921,791177,2024,2024-12
POL-CH001-00688,CH001,Avonbridge Underwriting,2024-12-25,2025-12-25,Commercial Property,West-Martin,OX99 8GD,4587,1023344,2024,2024-12
POL-CH001-00689,CH001,Avonbridge Underwriting,2024-12-02,2025-12-02,Commercial Property,Gallagher Inc,L71 7YA,5284,726096,2024,2024-12
POL-CH001-00690,CH001,Avonbridge Underwriting,2024-12-07,2025-12-07,Commercial Property,Joyce-Berry,N3K 1WF,3989,910048,2024,2024-12
